UNITID,iheName,MSI_Flag,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,studentsRecipientsTotal,eligibleStudentsTotal,studentPortionDisbursedTotal,avgStudentAward,pct_eligible_who_received_aid_by_inst,pct_enrolled_who_received_aid_by_inst,pct_enrolled_who_were_eligible,pctPell,pct_received_who_are_pell,eligiblePellUG,eligibleNonPellUG,eligibleUG,receivedPellUG,receivedNonPellUG,receivedUG,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OPEID,SECTOR,ICLEVEL,CONTROL,INSTCAT,LANDGRNT,INSTSIZE,LOCALE,POSTSEC,LONGITUD,LATITUDE,FT_Previous_Cohort_2017,FT_Previous_Cohort_2018,FT_Previous_Cohort_2019,FT_Previous_Cohort_2020,FT_Previous_Cohort_2021,FT_Previous_Cohort_Adj_2017,FT_Previous_Cohort_Adj_2018,FT_Previous_Cohort_Adj_2019,FT_Previous_Cohort_Adj_2020,FT_Previous_Cohort_Adj_2021,FT_Retention_N_2017,FT_Retention_N_2018,FT_Retention_N_2019,FT_Retention_N_2020,FT_Retention_N_2021,FT_Retention_Rate_2017,FT_Retention_Rate_2018,FT_Retention_Rate_2019,FT_Retention_Rate_2020,FT_Retention_Rate_2021,New_Cohort_2017,New_Cohort_2018,New_Cohort_2019,New_Cohort_2020,New_Cohort_2021,New_UG_2017,New_UG_2018,New_UG_2019,New_UG_2020,New_UG_2021,PT_Previous_Cohort_2017,PT_Previous_Cohort_2018,PT_Previous_Cohort_2019,PT_Previous_Cohort_2020,PT_Previous_Cohort_2021,PT_Previous_Cohort_Adj_2017,PT_Previous_Cohort_Adj_2018,PT_Previous_Cohort_Adj_2019,PT_Previous_Cohort_Adj_2020,PT_Previous_Cohort_Adj_2021,PT_Retention_N_2017,PT_Retention_N_2018,PT_Retention_N_2019,PT_Retention_N_2020,PT_Retention_N_2021,PT_Retention_Rate_2017,PT_Retention_Rate_2018,PT_Retention_Rate_2019,PT_Retention_Rate_2020,PT_Retention_Rate_2021
223320,COASTAL BEND COLLEGE,1,0,0,0,0,0,1,0,1242,2755,32695,26.32447665,45.08166969,19.19035847,42.56798517,0.578,82.12560386,1965,790,2755,1020,222,1242,Coastal Bend College,3800 Charco Rd,Beeville,TX,78102,48,354600,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Town: Distant,1,-97.755896,28.435194,343,315,457,402,250,346,315,457,402,250,140,107,272,171,137,40,34,60,43,55,306,482,336,243,163,1567,902,1509,485,1668,149,174,300,181,95,152,174,300,181,95,104,108,124,78,41,68,62,41,43,43
226134,LAREDO COLLEGE,1,0,0,0,0,0,1,0,5257,7531,9241200,1757.884725,69.8048068,39.2870488,56.28129437,0.769,86.87464333,6554,977,7531,4567,690,5257,Laredo College,West End Washington St,Laredo,TX,78040-4395,48,358200,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"5,000 - 9,999",City: Large,1,-99.520772,27.506477,687,890,0,0,0,687,890,0,0,0,548,608,0,0,0,80,68,NA,NA,NA,890,1065,1273,828,815,2002,1923,1962,1300,1718,852,910,0,0,0,852,910,0,0,0,464,456,0,0,0,54,50,NA,NA,NA
228042,SCHREINER UNIVERSITY,1,0,0,0,0,0,1,0,932,932,1181202,1267.38412,100,51.57719978,51.57719978,0.46,28.00429185,261,671,932,261,671,932,Schreiner University,2100 Memorial Blvd,Kerrville,TX,78028-5697,48,361000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Town: Remote,1,-99.130586,30.031458,302,341,359,309,297,302,341,359,309,297,214,208,231,199,191,71,61,64,64,64,341,359,309,297,251,496,602,476,436,358,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,100
227146,NAVARRO COLLEGE,0,0,0,0,0,0,0,0,691,855,2139622,3096.413893,80.81871345,5.821888954,7.203639734,0.525,79.30535456,647,208,855,548,143,691,Navarro College,3200 W 7th Avenue,Corsicana,TX,75110,48,359300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",Town: Distant,1,-96.498731,32.076061,1224,1197,1255,968,868,1224,1197,1255,968,868,560,608,636,516,477,46,51,51,53,55,1197,1255,968,829,821,2382,2137,1695,1326,1421,497,512,336,228,227,497,512,336,228,227,205,219,119,112,90,41,43,35,49,40
223816,CENTRAL TEXAS COLLEGE DISTRICT,0,0,0,0,0,0,0,0,972,6861,1224750,1260.030864,14.16703105,3.440951572,24.2884452,0.595,NA,2457,4404,NA,656,316,NA,Central Texas College,6200 West Central Texas Expressway,Killeen,TX,76549-4199,48,400300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"10,000 - 19,999",Suburb: Midsize,1,-97.810827,31.120516,735,672,729,910,364,729,668,726,908,362,343,360,406,502,190,47,54,56,55,52,672,729,910,364,332,4608,4742,4973,2009,2164,1677,1411,1407,1709,760,1675,1407,1405,1709,760,364,499,503,497,303,22,35,36,29,40
226879,WADE COLLEGE INC.,0,0,0,0,0,0,0,0,160,160,133989,837.43125,100,74.76635514,74.76635514,0.629,67.5,108,52,160,108,52,160,Wade College,"1950 N. Stemmons Freeway, Suite 4080 Dallas INFOMART",Dallas,TX,75207,48,1013000,"Private for-profit, 4-year or above",Four or more years,Private for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",City: Large,1,-96.819516,32.800854,15,4,4,1,4,15,4,4,1,4,13,4,4,1,3,87,100,100,100,75,9,15,30,21,11,25,50,88,61,67,2,0,0,1,2,2,0,0,1,2,1,0,0,1,2,50,NA,NA,100,100
224305,DALLAS THEOLOGICAL SEMINARY,0,0,0,0,0,0,0,0,144,1384,430072.2,2986.6125,10.40462428,4.945054945,47.52747253,NA,NA,0,0,0,0,0,0,Dallas Theological Seminary,3909 Swiss Ave,Dallas,TX,75204,48,356200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, graduate with no undergraduate degrees",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-96.780497,32.795361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402800,TRI-STATE BEAUTY SCHOOL INC.,0,0,0,0,0,0,0,0,114,114,161276,1414.701754,100,44.70588235,44.70588235,0.829,82.45614035,94,20,114,94,20,114,Tri-State Cosmetology Institute,1120 Vista de Oro Dr,El Paso,TX,79935,48,2224600,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-106.3372,31.749969,19,31,13,28,17,18,29,13,27,17,15,22,11,26,15,83,76,85,96,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,2,2,0,0,1,2,2,0,0,0,1,100,NA,NA,0,50
225371,HILL COLLEGE,0,0,0,0,0,0,0,0,451,1226,668279,1481.771619,36.7862969,6.430914017,17.48181948,0.44,81.81818182,924,302,NA,369,82,451,Hill College,112 Lamar Dr,Hillsboro,TX,76645,48,357300,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Town: Distant,1,-97.088332,32.010928,433,508,550,538,409,433,507,550,538,409,104,257,316,295,189,24,51,57,55,46,508,550,553,409,391,2165,1946,1996,2248,1477,212,142,145,119,159,212,142,145,119,159,56,60,55,41,66,26,42,38,34,42
224679,WESTERN TECHNICAL COLLEGE,0,0,0,0,0,0,0,0,1151,1813,1751989,1522.145091,63.48593491,65.73386636,103.5408338,0.645,88.01042572,1231,582,1813,1013,138,1151,Western Technical College,9624 Plaza Circle,El Paso,TX,79927,48,2098300,"Private for-profit, 4-year or above",Four or more years,Private for-profit,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-106.319269,31.675953,171,0,20,6,12,169,0,19,6,12,110,0,11,4,10,65,NA,58,67,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,0,0,4,62,NA,0,0,4,15,NA,0,0,4,24,NA,NA,NA,100
228486,SOUTHWESTERN CHRISTIAN COLLEGE,1,1,0,0,0,0,0,0,90,90,72000,800,100,86.53846154,86.53846154,0.596,NA,NA,NA,90,NA,NA,90,Southwestern Christian College,200 Bowser Circle,Terrell,TX,75160-4812,48,361800,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",Town: Distant,1,-96.285649,32.735508,5,8,0,2,0,5,8,0,2,0,3,4,0,1,0,60,50,NA,50,NA,93,32,39,33,39,97,35,55,34,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
224244,DALLAS CHRISTIAN COLLEGE,0,0,0,0,0,0,0,0,99,99,82170,830,100,41.59663866,41.59663866,0.619,NA,53,46,NA,53,46,NA,Dallas Christian College,2700 Christian Pkwy.,Dallas,TX,75234-7299,48,694100,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-96.887117,32.913692,30,46,49,34,47,30,46,49,34,47,15,23,22,12,20,50,50,45,35,43,46,49,34,47,105,88,85,77,139,179,2,2,0,NA,3,2,2,0,NA,3,1,1,0,NA,1,50,50,NA,NA,33
228884,TEXAS COLLEGE,1,1,0,0,0,0,0,0,511,767,784880,1535.968689,66.6232073,39.98435055,60.01564945,0.729,100,NA,NA,NA,511,0,511,Texas College,2404 N. Grand Avenue,Tyler,TX,75702,48,363800,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",City: Midsize,1,-95.312454,32.37456,264,255,274,189,153,264,246,274,188,153,132,160,125,78,48,50,65,46,41,31,266,274,190,153,178,401,397,287,204,256,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,0
225308,TRINITY VALLEY COMMUNITY COLLEGE,1,0,0,0,0,0,1,0,704,5444,932620,1324.744318,12.93166789,7.113985449,55.01212611,0.532,75,2476,2968,5444,528,176,704,Trinity Valley Community College,100 Cardinal Drive,Athens,TX,75751,48,357200,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",Town: Distant,1,-95.858513,32.196596,774,708,724,775,0,765,705,724,775,0,342,341,367,374,0,45,48,51,48,NA,708,724,538,373,424,1971,1590,1059,1579,1108,340,300,207,2528,0,330,300,207,2528,0,89,96,62,1260,0,27,32,30,50,NA
229355,TYLER JUNIOR COLLEGE,0,0,0,0,0,0,0,0,4524,12996,3697824,817.3793103,34.81071099,27.45645445,78.87358136,0.569,61.56056587,9644,3352,12996,2785,1739,4524,Tyler Junior College,1400 East Fifth Street,Tyler,TX,75701,48,364800,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"10,000 - 19,999",City: Midsize,1,-95.284122,32.33601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2420,2697,2516,2315,2237,4775,4323,4858,4584,4971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
440989,"TBES, INC.",0,0,0,0,0,0,0,0,502,537,414675.6,826.047012,93.48230912,57.04545455,61.02272727,0.83,92.43027888,481,56,537,464,38,502,Texas Barber College,"8201 S. Gessner Road, Suite A",Houston,TX,77036,48,2568100,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-95.532975,29.69036,48,54,80,78,72,48,53,79,78,71,29,20,25,26,30,60,38,32,33,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494728,MICHAEL’S BARBER ACADEMY,0,0,0,0,0,0,0,0,18,18,29701,1650.055556,100,56.25,56.25,NA,100,18,0,18,18,0,18,Michael's Barber & Hair Stylist Academy,2413 West Airport Freeway,Irving,TX,75062-6016,48,4287300,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Midsize,1,-96.978283,32.838765,NA,NA,5,19,16,NA,NA,5,19,16,NA,NA,1,14,8,NA,NA,20,74,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,0,2,2,NA,NA,0,2,2,NA,NA,NA,100,100
227377,TEXAS SOUTHMOST COLLEGE,1,0,0,0,0,0,1,0,3118,3118,1247200,400,100,31.94344842,31.94344842,0.839,87.10711995,2716,402,3118,2716,402,3118,Texas Southmost College,80 Fort Brown,Brownsville,TX,78520,48,3064600,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",City: Midsize,1,-97.492241,25.899628,385,397,497,801,681,385,397,497,801,681,276,275,326,451,323,72,69,66,56,47,397,497,801,683,563,2502,3027,3727,3428,2238,549,594,552,631,399,549,594,552,631,399,352,347,318,331,281,64,58,58,52,70
222567,ALVIN COMMUNITY COLLEGE,1,0,0,0,0,0,1,0,784,2280,1138749,1452.485969,34.38596491,9.66112138,28.0961183,0.332,71.30102041,1516,764,2280,559,225,784,Alvin Community College,3110 Mustang Rd,Alvin,TX,77511-4898,48,353900,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",Suburb: Large,1,-95.240671,29.396244,375,562,519,370,327,375,562,519,370,327,232,309,326,205,203,62,55,63,55,62,562,524,370,327,201,2178,2943,2916,2022,1632,332,460,441,344,215,332,460,441,344,215,143,197,234,144,101,43,43,53,42,47
227979,SAN JACINTO COMMUNITY COLLEGE DISTRICT,1,0,0,0,0,0,1,0,2722,19186,4473232,1643.362234,14.18742833,6.356842597,44.80616534,0.383,84.71711976,10602,8584,19186,2306,416,2722,San Jacinto Community College,8060 Spencer Hwy,Pasadena,TX,77505,48,360900,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",Suburb: Large,1,-95.114677,29.660032,2012,2338,2431,0,0,2012,2338,2431,0,0,1450,1685,1745,0,0,72,72,72,NA,NA,2338,2431,3297,3147,2618,7407,7935,7509,6612,7722,3395,3193,3509,0,0,3395,3193,3509,0,0,1933,1836,2147,0,0,57,58,61,NA,NA
226471,UNIVERSITY OF MARY HARDIN-BAYLOR,0,0,0,0,0,0,0,0,1236,2875,1774347,1435.555825,42.99130435,29.44259171,68.48499285,0.383,55.09641873,1114,1456,2570,600,489,1089,University of Mary Hardin-Baylor,900 College St,Belton,TX,76513-2599,48,358800,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Suburb: Small,1,-97.463471,31.066793,746,751,872,866,736,746,751,872,866,735,544,548,581,601,458,73,73,67,69,62,751,872,866,736,861,1059,1168,1091,1013,1040,4,3,3,2,5,4,3,3,2,5,1,3,0,1,3,25,100,0,50,60
228501,SUL ROSS STATE UNIVERSITY,1,0,0,0,0,0,1,0,704,1700,1779992,2528.397727,41.41176471,25.55353902,61.70598911,0.623,72.09302326,948,539,1487,465,180,645,Sul Ross State University,HWY 90 East,Alpine,TX,79832,48,362500,"Public, 4-year or above",Four or more years,Public,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Town: Remote,1,-103.651469,30.363139,348,328,344,271,240,348,328,344,271,240,201,159,180,140,122,58,48,52,52,51,328,344,271,240,191,650,594,542,473,404,3,5,0,0,2,3,5,0,0,2,0,2,0,0,1,0,40,NA,NA,50
226019,KILGORE JUNIOR COLLEGE DISTRICT,0,0,0,0,0,0,0,0,3333,3333,1946316,583.9531953,100,46.89082724,46.89082724,0.561,71.16711671,2372,961,3333,2372,961,3333,Kilgore College,1100 Broadway,Kilgore,TX,75662-3299,48,358000,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",Town: Fringe,1,-94.871468,32.377821,911,856,868,846,708,911,856,868,846,708,506,494,532,537,432,56,58,61,63,61,856,867,846,708,736,1327,2228,2459,2218,2328,180,178,172,204,223,180,178,172,204,223,68,75,88,75,78,38,42,51,37,35
223427,BLINN COLLEGE DISTRICT,0,0,0,0,0,0,0,0,6639,11042,7070956,1065.063413,60.12497736,23.58353167,39.22418387,0.373,66.75704172,6318,4724,11042,4432,2207,6639,Blinn College,902 College Ave,Brenham,TX,77833-4098,48,354900,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"10,000 - 19,999",Town: Distant,1,-96.40852,30.160457,4119,4149,4650,4166,3141,4119,4149,4650,4166,3141,2099,2224,2376,2220,1694,51,54,51,53,54,4169,4650,4163,3141,3076,9314,9242,9443,7950,7514,2028,3016,2405,2008,1453,2028,3016,2405,2008,1453,1052,1515,1168,869,633,52,50,49,43,44
222992,AUSTIN COMMUNITY COLLEGE,1,0,0,0,0,0,1,0,5243,25454,6950300,1325.634179,20.59794138,8.908182683,43.24792714,0.367,71.06618348,11356,14098,25454,3726,1517,5243,Austin Community College District,5930 Middle Fiskville Rd,Austin,TX,78752,48,1201500,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"20,000 and above",City: Large,1,-97.712505,30.322744,2398,0,0,0,0,2398,0,0,0,0,1397,0,0,0,0,58,NA,NA,NA,NA,2344,2455,2478,2378,2015,10008,10000,9931,8976,7872,2972,0,0,1,0,2972,0,0,1,0,1473,0,0,1,0,50,NA,NA,100,NA
228316,SOUTHWEST TEXAS JUNIOR COLLEGE,1,0,0,0,0,0,1,0,2177,2218,1697100,779.5590262,98.15148783,25.27868091,25.7547608,0.748,100,2218,0,2218,2177,0,2177,Southwest Texas Junior College,2401 Garner Field Rd,Uvalde,TX,78801-6297,48,361400,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"5,000 - 9,999",Town: Remote,1,-99.741237,29.219671,692,608,528,568,529,692,608,528,568,529,465,379,355,398,340,67,62,67,70,64,608,528,568,529,439,2598,2726,2714,2257,2163,465,420,353,427,324,465,420,353,427,324,286,228,203,236,177,62,54,58,55,55
228149,ST. MARY'S UNIVERSITY,1,0,0,0,0,0,1,0,1134,2300,1562730,1378.068783,49.30434783,29.08438061,58.98948448,0.478,64.91458607,868,668,1536,494,267,761,St. Mary's University,One Camino Santa Maria,San Antonio,TX,78228,48,362300,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",City: Large,1,-98.562778,29.453244,586,643,638,544,512,586,643,638,544,512,429,485,473,404,362,73,75,74,74,71,643,638,544,512,605,772,753,648,613,706,1,0,2,1,2,1,0,2,1,2,0,0,0,1,1,0,NA,0,100,50
228981,TEXAS LUTHERAN UNIVERSITY,1,0,0,0,0,0,1,0,1191,1262,704097,591.1813602,94.37400951,76.83870968,81.41935484,0.356,39.74248927,467,765,1232,463,702,1165,Texas Lutheran University,1000 W. Court St,Seguin,TX,78155-5999,48,364100,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Town: Fringe,1,-97.982669,29.573261,377,416,364,419,361,377,416,364,419,361,271,297,266,290,236,72,71,73,69,65,416,364,419,361,313,472,479,481,460,384,0,1,0,0,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA
229832,WESTERN TEXAS COLLEGE,1,0,0,0,0,0,1,0,143,245,278057,1944.454545,58.36734694,2.908277405,4.982713036,0.417,62.93706294,245,0,245,90,53,143,Western Texas College,6200 College Ave,Snyder,TX,79549,48,954900,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Town: Remote,1,-100.914945,32.678458,268,229,243,240,178,268,229,243,240,178,133,127,118,152,92,50,55,49,63,52,260,243,240,178,142,682,656,603,509,678,128,78,41,38,29,128,78,41,38,29,51,43,18,20,15,40,55,44,53,52
229504,VERNON COLLEGE,1,0,0,0,0,0,1,0,995,1198,690559.84,694.0299899,83.05509182,24.76972865,29.82325118,0.607,75.07537688,890,308,1198,747,248,995,Vernon College,4400 College Dr.,Vernon,TX,76384-4092,48,1006000,"Public, 2-year",At least 2 but less than 4 years,Public,"Degree-granting, associate's and certificates",Not a Land Grant Institution,"1,000 - 4,999",Rural: Fringe,1,-99.319094,34.159298,320,321,285,276,238,320,321,285,276,238,203,169,125,103,52,63,53,44,37,22,321,284,276,238,169,965,896,606,524,449,183,116,140,132,131,183,116,140,132,131,83,46,54,50,38,45,40,39,38,29
225548,HOWARD PAYNE UNIVERSITY,1,0,0,0,0,0,1,0,555,555,520957,938.6612613,100,41.32539092,41.32539092,0.482,52.43243243,291,264,555,291,264,555,Howard Payne University,1000 Fisk St.,Brownwood,TX,76801-2794,48,357500,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Town: Remote,1,-98.985204,31.716467,324,246,248,246,211,324,246,248,246,211,155,121,107,123,110,48,49,43,50,52,246,248,246,211,227,366,383,432,399,372,3,7,3,3,2,3,7,3,3,2,0,3,0,3,1,0,43,0,100,50
417752,MESSENGER COLLEGE INC,0,0,0,0,0,0,0,0,32,32,20880,652.5,100,66.66666667,66.66666667,0.738,NA,NA,NA,32,NA,NA,32,Messenger College,"2701 Brown Trail, Suite 408",Bedford,TX,76021-4202,48,3092600,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-97.161015,32.85076,5,9,6,3,4,5,9,6,3,4,2,8,5,0,2,40,89,83,0,50,9,8,3,4,4,14,8,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
484048,"BARBER INSTITUTE OF TEXAS, LLC.",0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0.981,NA,NA,NA,NA,NA,NA,NA,Barber Institute of Texas,2430 South High Street Ste B4,Longview,TX,75602-3456,48,4229000,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Small,1,-94.732635,32.46297,3,2,1,1,4,3,2,1,1,4,3,2,1,1,4,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
225201,"HALLMARK UNIVERSITY, INC.",1,0,0,0,0,0,1,0,268,498,670533,2501.988806,53.81526104,22.98456261,42.71012007,0.552,64.55223881,288,210,498,173,95,268,Hallmark University,10401 IH 10 W,San Antonio,TX,78230-1736,48,1050900,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",Not a Land Grant Institution,"Under 1,000",City: Large,1,-98.568618,29.538442,16,58,27,42,93,16,58,27,42,93,10,40,13,30,60,63,69,48,71,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491066,THE STRAND INSTITUTE OF BEAUTY & ESTHETICS,0,0,0,0,0,0,0,0,31,31,38506.17,1242.134516,100,48.4375,48.4375,NA,NA,NA,NA,31,NA,NA,31,Strand Institute of Beauty & Esthetics,1018 Us Hwy 181,Portland,TX,78374,48,4274500,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-97.319593,27.878924,NA,0,4,10,20,NA,0,4,10,20,NA,0,4,3,18,NA,NA,100,30,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,14,NA,NA,2,11,14,NA,NA,2,1,13,NA,NA,100,9,93
223506,BRAZOSPORT COLLEGE,1,0,0,0,0,0,1,0,549,793,614362,1119.056466,69.23076923,8.744823192,12.63141128,0.277,80.51001821,528,265,793,442,107,549,Brazosport College,500 College Dr,Lake Jackson,TX,77566,48,728700,"Public, 4-year or above",Four or more years,Public,"Degree-granting, not primarily baccalaureate or above",Not a Land Grant Institution,"1,000 - 4,999",Suburb: Small,1,-95.40934,29.048604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,298,245,245,193,246,1194,1263,1265,1172,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
493743,"HOUSTON BARBER SCHOOL, LLC",0,0,0,0,0,0,0,0,52,64,23400,450,81.25,24.64454976,30.33175355,NA,100,64,0,64,52,0,52,Houston Barber School,313 Rankin Road,Houston,TX,77073-4400,48,4280900,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",Suburb: Large,1,-95.415514,29.966414,NA,NA,25,64,79,NA,NA,25,64,79,NA,NA,19,44,65,NA,NA,76,69,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,32,66,NA,NA,15,32,66,NA,NA,8,15,33,NA,NA,53,47,50
229425,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,0,0,0,0,0,0,0,0,257,257,510713,1987.210117,100,86.82432432,86.82432432,0.867,100,87,NA,87,87,NA,87,UCAS University of Cosmetology Arts & Sciences-McAllen,8401 N 10th St,McAllen,TX,78504,48,2285900,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Midsize,1,-98.21787,26.279439,20,24,24,24,23,20,24,24,24,23,16,16,16,16,16,80,67,67,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,69,69,69,69,69
495129,AUSTIN CAREER INSTITUTE,0,0,0,0,0,0,0,0,29,29,11065,381.5517241,100,NA,NA,NA,100,29,0,29,29,0,29,Austin Career Institute,8711 Burnet Road,Austin,TX,78757-7066,48,4282500,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, sub-baccalaureate",Not a Land Grant Institution,"Under 1,000",City: Large,1,-97.726714,30.36933,NA,NA,NA,32,45,NA,NA,NA,32,45,NA,NA,NA,30,39,NA,NA,NA,94,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
