"","UNITID","XGRCOHRT","GRCOHRT","XUGENTER","UGENTERN","XPGRCOHR","PGRCOHRT","XRRFTCT","RRFTCT","XRRFTEX","RRFTEX","XRRFTIN","RRFTIN","XRRFTCTA","RRFTCTA","XRET_NMF","RET_NMF","XRET_PCF","RET_PCF","XRRPTCT","RRPTCT","XRRPTEX","RRPTEX","XRRPTIN","RRPTIN","XRRPTCTA","RRPTCTA","XRET_NMP","RET_NMP","XRET_PCP","RET_PCP","XSTUFACR","STUFACR","Year"
"4356",418542,"A",NA,"A",NA,"A",NA,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"R",53,"Z",0,"Z",0,"R",53,"R",39,"R",74,"R",3,2017
"4357",418560,"A",NA,"A",NA,"A",NA,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"R",18,"R",0,"R",0,"R",18,"R",13,"R",72,"R",2,2017
"4358",418588,"A",NA,"A",NA,"A",NA,"R",18,"R",0,"R",0,"R",18,"R",6,"R",33,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2017
"4359",418603,"A",NA,"A",NA,"A",NA,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",15,2017
"4360",418612,"A",NA,"A",NA,"A",NA,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2017
"4361",418658,"A",NA,"A",NA,"A",NA,"R",96,"Z",0,"Z",0,"R",96,"R",75,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"4362",418755,"A",NA,"A",NA,"A",NA,"R",64,"R",0,"R",0,"R",64,"R",34,"R",53,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",22,2017
"4363",418764,"A",NA,"A",NA,"A",NA,"R",38,"R",0,"R",0,"R",38,"R",28,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2017
"4364",418773,"A",NA,"A",NA,"A",NA,"R",253,"Z",0,"Z",0,"R",253,"R",170,"R",67,"R",60,"Z",0,"Z",0,"R",60,"R",55,"R",92,"R",29,2017
"4365",418782,"A",NA,"A",NA,"A",NA,"R",124,"R",0,"R",0,"R",124,"R",97,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2017
"4366",418870,"A",NA,"A",NA,"A",NA,"R",28,"Z",0,"Z",0,"R",28,"R",13,"R",46,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2017
"4367",418889,"A",NA,"A",NA,"A",NA,"R",13,"R",0,"R",0,"R",13,"R",11,"R",85,"R",15,"R",0,"R",0,"R",15,"R",15,"R",100,"R",13,2017
"4368",418913,"A",NA,"A",NA,"A",NA,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",1,2017
"4369",418968,"A",NA,"A",NA,"A",NA,"R",38,"R",0,"R",0,"R",38,"R",20,"R",53,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2017
"4370",419031,"A",NA,"A",NA,"A",NA,"R",12,"R",0,"R",0,"R",12,"R",8,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2017
"4371",419095,"A",NA,"A",NA,"A",NA,"R",16,"R",0,"R",0,"R",16,"R",13,"R",81,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",4,2017
"4372",419147,"A",NA,"A",NA,"A",NA,"R",13,"R",0,"R",0,"R",13,"R",11,"R",85,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",4,2017
"4373",419183,"A",NA,"A",NA,"A",NA,"R",165,"R",0,"R",0,"R",165,"R",128,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",21,2017
"4374",419217,"A",NA,"A",NA,"A",NA,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"4375",419226,"A",NA,"A",NA,"A",NA,"R",301,"R",0,"R",0,"R",301,"R",259,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6,2017
"4376",419235,"A",NA,"A",NA,"A",NA,"R",31,"R",3,"Z",0,"R",28,"R",24,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",19,2017
"4377",419244,"A",NA,"A",NA,"A",NA,"R",44,"R",1,"R",0,"R",43,"R",34,"R",79,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",13,2017
"4378",419253,"A",NA,"A",NA,"A",NA,"R",16,"R",0,"R",0,"R",16,"R",14,"R",88,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"4379",419271,"A",NA,"A",NA,"A",NA,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",9,2017
"4380",419280,"A",NA,"A",NA,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10,2017
"4381",419332,"A",NA,"A",NA,"A",NA,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",10,2017
"4382",419341,"R",13,"R",13,"R",100,"R",19,"R",1,"R",0,"R",18,"R",12,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8,2017
"4383",419411,"A",NA,"A",NA,"A",NA,"R",31,"R",0,"R",0,"R",31,"R",23,"R",74,"R",31,"R",0,"R",0,"R",31,"R",23,"R",74,"R",15,2017
"4384",419420,"A",NA,"A",NA,"A",NA,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",15,"R",0,"R",0,"R",15,"R",7,"R",47,"R",14,2017
"4385",419457,"A",NA,"A",NA,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",3,"Z",0,"Z",0,"R",3,"Z",0,"R",0,"R",5,2017
"4386",419484,"A",NA,"A",NA,"A",NA,"R",16,"R",0,"R",0,"R",16,"R",9,"R",56,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2017
"4387",419633,"A",NA,"A",NA,"A",NA,"R",20,"R",0,"R",0,"R",20,"R",16,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2017
"4388",419660,"A",NA,"A",NA,"A",NA,"R",110,"R",0,"R",0,"R",110,"R",81,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"4389",419703,"A",NA,"A",NA,"A",NA,"R",340,"R",2,"R",0,"R",338,"R",247,"R",73,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2017
"4390",419712,"A",NA,"A",NA,"A",NA,"R",116,"R",0,"R",0,"R",116,"R",96,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2017
"4391",419721,"A",NA,"A",NA,"A",NA,"R",136,"R",0,"R",0,"R",136,"R",108,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2017
"4392",420024,"R",14,"R",17,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",12,2017
"4393",420042,"A",NA,"A",NA,"A",NA,"R",3,"R",0,"Z",0,"R",3,"R",1,"R",33,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2017
"4394",420103,"A",NA,"A",NA,"A",NA,"R",55,"R",0,"R",0,"R",55,"R",42,"R",76,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2017
"4395",420130,"A",NA,"A",NA,"A",NA,"R",42,"R",0,"R",0,"R",42,"R",33,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2017
"4396",420255,"A",NA,"A",NA,"A",NA,"R",29,"R",0,"R",0,"R",29,"R",23,"R",79,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"4397",420307,"A",NA,"A",NA,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",17,2017
"4398",420316,"A",NA,"A",NA,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",12,2017
"4399",420325,"R",19,"R",31,"R",61,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2017
"4400",420343,"A",NA,"A",NA,"A",NA,"R",280,"R",0,"R",0,"R",280,"R",240,"R",86,"R",69,"R",0,"R",0,"R",69,"R",53,"R",77,"R",23,2017
"4401",420370,"A",NA,"A",NA,"A",NA,"R",147,"R",0,"R",0,"R",147,"R",86,"R",59,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",24,2017
"4402",420398,"R",1282,"R",3523,"R",36,"R",1227,"Z",0,"Z",0,"R",1227,"R",854,"R",70,"R",1464,"Z",0,"Z",0,"R",1464,"R",739,"R",50,"R",29,2017
"4403",420431,"R",63,"R",686,"R",9,"R",79,"R",0,"Z",0,"R",79,"R",46,"R",58,"R",182,"R",0,"Z",0,"R",182,"R",100,"R",55,"R",9,2017
"4404",420440,"R",132,"R",733,"R",18,"R",119,"R",0,"R",0,"R",119,"R",71,"R",60,"R",142,"R",0,"R",0,"R",142,"R",76,"R",54,"R",14,2017
"4405",420459,"A",NA,"A",NA,"A",NA,"R",53,"R",0,"R",0,"R",53,"R",2,"R",4,"R",45,"R",0,"R",0,"R",45,"R",5,"R",11,"R",8,2017
"4406",420468,"A",NA,"A",NA,"A",NA,"R",176,"Z",0,"Z",0,"R",176,"R",123,"R",70,"R",84,"Z",0,"Z",0,"R",84,"R",60,"R",71,"R",12,2017
"4407",420538,"R",184,"R",719,"R",26,"R",194,"R",2,"R",0,"R",192,"R",110,"R",57,"R",91,"R",2,"R",0,"R",89,"R",40,"R",45,"R",16,2017
"4408",420556,"R",85,"R",251,"R",34,"R",109,"R",0,"Z",0,"R",109,"R",55,"R",50,"R",96,"R",0,"Z",0,"R",96,"R",31,"R",32,"R",11,2017
"4409",420574,"R",576,"R",1090,"R",53,"R",483,"R",5,"R",0,"R",478,"R",407,"R",85,"R",12,"R",0,"R",0,"R",12,"R",5,"R",42,"R",18,2017
"4410",420608,"A",NA,"A",NA,"A",NA,"R",20,"R",0,"R",0,"R",20,"R",18,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",30,2017
"4411",420723,"R",72,"R",110,"R",65,"R",65,"R",0,"R",0,"R",65,"R",25,"R",38,"R",25,"R",0,"R",0,"R",25,"R",7,"R",28,"R",9,2017
"4412",420866,"A",NA,"A",NA,"A",NA,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",2,"Z",0,"Z",0,"R",2,"R",0,"R",0,"R",5,2017
"4413",420981,"A",NA,"A",NA,"A",NA,"R",173,"Z",0,"Z",0,"R",173,"R",129,"R",75,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"4414",421513,"A",NA,"A",NA,"A",NA,"R",19,"R",0,"R",0,"R",19,"R",14,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",9,2017
"4415",421540,"A",NA,"A",NA,"A",NA,"R",51,"R",0,"R",0,"R",51,"R",48,"R",94,"R",60,"R",0,"R",0,"R",60,"R",58,"R",97,"R",11,2017
"4416",421559,"A",NA,"A",NA,"A",NA,"R",23,"Z",0,"R",0,"R",23,"R",21,"R",91,"R",37,"R",0,"R",0,"R",37,"R",35,"R",95,"R",12,2017
"4417",421610,"A",NA,"A",NA,"A",NA,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",10,2017
"4418",421665,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",5,2017
"4419",421708,"A",NA,"A",NA,"A",NA,"R",208,"R",0,"R",0,"R",208,"R",145,"R",70,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2017
"4420",421717,"A",NA,"A",NA,"A",NA,"R",15,"R",0,"R",0,"R",15,"R",12,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"4421",421771,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2017
"4422",421832,"R",48,"R",51,"R",94,"R",45,"R",1,"R",0,"R",44,"R",27,"R",61,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"4423",421841,"R",80,"R",112,"R",71,"R",76,"R",0,"R",0,"R",76,"R",64,"R",84,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17,2017
"4424",421878,"R",68,"R",78,"R",87,"R",49,"R",0,"R",0,"R",49,"R",38,"R",78,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",12,2017
"4425",421896,"A",NA,"A",NA,"A",NA,"R",68,"R",0,"R",0,"R",68,"R",58,"R",85,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",22,2017
"4426",422190,"A",NA,"A",NA,"A",NA,"R",6,"Z",0,"Z",0,"R",6,"R",3,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2017
"4427",422695,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",21,2017
"4428",422835,"A",NA,"A",NA,"A",NA,"R",242,"R",0,"R",0,"R",242,"R",197,"R",81,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2017
"4429",423120,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",45,2017
"4430",423397,"A",NA,"A",NA,"A",NA,"R",34,"R",0,"R",0,"R",34,"R",8,"R",24,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",5,2017
"4431",423652,"R",61,"R",134,"R",46,"R",59,"R",0,"Z",0,"R",59,"R",25,"R",42,"R",50,"R",0,"Z",0,"R",50,"R",16,"R",32,"R",11,2017
"4432",425250,"A",NA,"A",NA,"A",NA,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",10,2017
"4433",425889,"A",NA,"A",NA,"A",NA,"R",49,"Z",0,"Z",0,"R",49,"R",41,"R",84,"R",21,"Z",0,"Z",0,"R",21,"R",13,"R",62,"R",25,2017
"4434",425986,"A",NA,"A",NA,"A",NA,"R",47,"R",0,"R",0,"R",47,"R",32,"R",68,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2017
"4435",426314,"A",NA,"A",NA,"A",NA,"R",54,"R",0,"R",0,"R",54,"R",28,"R",52,"R",302,"R",0,"R",0,"R",302,"R",117,"R",39,"R",19,2017
"4436",427308,"A",NA,"A",NA,"A",NA,"R",242,"R",18,"R",0,"R",224,"R",194,"R",87,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2017
"4437",427335,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",5,2017
"4438",427894,"A",NA,"A",NA,"A",NA,"R",44,"Z",0,"Z",0,"R",44,"R",36,"R",82,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",24,2017
"4439",427973,"A",NA,"A",NA,"A",NA,"R",23,"R",0,"R",0,"R",23,"R",10,"R",43,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"R",11,2017
"4440",427982,"R",13,"R",14,"R",93,"R",16,"R",0,"R",0,"R",16,"R",9,"R",56,"R",9,"R",0,"R",0,"R",9,"R",1,"R",11,"R",7,2017
"4441",427991,"A",NA,"A",NA,"A",NA,"R",313,"R",0,"R",0,"R",313,"R",197,"R",63,"R",41,"R",0,"R",0,"R",41,"R",16,"R",39,"R",19,2017
"4442",428000,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2017
"4443",428019,"A",NA,"A",NA,"A",NA,"R",39,"R",0,"R",0,"R",39,"R",30,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2017
"4444",428055,"A",NA,"A",NA,"A",NA,"R",56,"R",0,"R",0,"R",56,"R",38,"R",68,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17,2017
"4445",428125,"A",NA,"A",NA,"A",NA,"R",11,"R",0,"R",0,"R",11,"R",5,"R",45,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2017
"4446",428143,"A",NA,"A",NA,"A",NA,"R",53,"R",0,"R",0,"R",53,"R",38,"R",72,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",21,2017
"4447",428170,"R",200,"R",400,"R",50,"R",208,"R",0,"R",0,"R",208,"R",160,"R",77,"R",154,"R",0,"R",0,"R",154,"R",96,"R",62,"R",5,2017
"4448",428259,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",6,2017
"4449",428268,"R",7,"R",37,"R",19,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"R",11,2017
"4450",428286,"R",29,"R",80,"R",36,"R",45,"Z",0,"Z",0,"R",45,"R",23,"R",51,"R",19,"Z",0,"Z",0,"R",19,"R",6,"R",32,"R",15,2017
"4451",428392,"R",229,"R",694,"R",33,"R",230,"Z",0,"Z",0,"R",230,"R",107,"R",47,"R",209,"Z",0,"Z",0,"R",209,"R",45,"R",22,"R",17,2017
"4452",428444,"R",41,"R",170,"R",24,"R",101,"Z",0,"Z",0,"R",101,"R",28,"R",28,"R",12,"Z",0,"Z",0,"R",12,"R",1,"R",8,"R",13,2017
"4453",429012,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",2,2017
"4454",429128,"R",17,"R",245,"R",7,"R",14,"R",0,"R",0,"R",14,"R",4,"R",29,"R",143,"Z",0,"Z",0,"R",143,"R",48,"R",34,"R",12,2017
"4455",430096,"A",NA,"A",NA,"A",NA,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",10,2017
"4456",430157,"A",NA,"A",NA,"A",NA,"R",10,"R",0,"R",0,"R",10,"R",9,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2017
"4457",430166,"A",NA,"A",NA,"A",NA,"R",8,"R",0,"R",0,"R",8,"R",8,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",16,2017
"4458",430184,"R",7,"R",583,"R",1,"R",18,"Z",0,"Z",0,"R",18,"R",12,"R",67,"R",170,"Z",0,"Z",0,"R",170,"R",66,"R",39,"R",34,2017
"4459",430218,"A",NA,"A",NA,"A",NA,"R",40,"R",0,"Z",0,"R",40,"R",29,"R",73,"R",16,"R",0,"Z",0,"R",16,"R",10,"R",63,"R",13,2017
"4460",430227,"A",NA,"A",NA,"A",NA,"R",40,"R",0,"Z",0,"R",40,"R",30,"R",75,"R",19,"R",0,"Z",0,"R",19,"R",12,"R",63,"R",19,2017
"4461",430245,"A",NA,"A",NA,"A",NA,"R",394,"Z",0,"Z",0,"R",394,"R",278,"R",71,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",28,2017
"4462",430254,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",30,2017
"4463",430306,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2017
"4464",430342,"A",NA,"A",NA,"A",NA,"R",32,"Z",0,"Z",0,"R",32,"R",24,"R",75,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2017
"4465",430403,"A",NA,"A",NA,"A",NA,"R",36,"R",0,"R",0,"R",36,"R",31,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2017
"4466",430485,"R",11,"R",14,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2017
"4467",430564,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"4468",430582,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",50,2017
"4469",430670,"R",4,"R",17,"R",24,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7,2017
"4470",430704,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"4471",430795,"A",NA,"A",NA,"A",NA,"R",167,"R",0,"R",0,"R",167,"R",157,"R",94,"R",15,"R",0,"R",0,"R",15,"R",3,"R",20,"R",17,2017
"4472",430810,"R",62,"R",84,"R",74,"R",64,"R",0,"R",0,"R",64,"R",43,"R",67,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",8,2017
"4473",430883,"A",NA,"A",NA,"A",NA,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6,2017
"4474",430908,"A",NA,"A",NA,"A",NA,"R",25,"R",0,"R",0,"R",25,"R",21,"R",84,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",10,2017
"4475",430935,"R",132,"R",353,"R",37,"R",143,"R",0,"R",0,"R",143,"R",103,"R",72,"R",23,"R",0,"R",0,"R",23,"R",15,"R",65,"R",30,2017
"4476",430971,"A",NA,"A",NA,"A",NA,"R",11,"R",0,"R",0,"R",11,"R",4,"R",36,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2017
"4477",431017,"A",NA,"A",NA,"A",NA,"R",29,"R",0,"R",0,"R",29,"R",15,"R",52,"R",15,"R",0,"R",0,"R",15,"R",10,"R",67,"R",4,2017
"4478",431071,"A",NA,"A",NA,"A",NA,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",12,2017
"4479",431099,"A",NA,"A",NA,"A",NA,"R",9,"Z",0,"Z",0,"R",9,"R",8,"R",89,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",12,2017
"4480",431105,"A",NA,"A",NA,"A",NA,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"R",45,"R",0,"R",0,"R",45,"R",25,"R",56,"R",7,2017
"4481",431123,"A",NA,"A",NA,"A",NA,"R",108,"Z",0,"Z",0,"R",108,"R",100,"R",93,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2017
"4482",431141,"A",NA,"A",NA,"A",NA,"R",228,"R",2,"R",0,"R",226,"R",147,"R",65,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"4483",431169,"A",NA,"A",NA,"A",NA,"R",30,"R",0,"R",0,"R",30,"R",20,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",11,2017
"4484",431187,"A",NA,"A",NA,"A",NA,"R",61,"R",0,"R",0,"R",61,"R",57,"R",93,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8,2017
"4485",431196,"A",NA,"A",NA,"A",NA,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",24,2017
"4486",431266,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",22,"R",0,"R",0,"R",22,"R",10,"R",45,"R",8,2017
"4487",431275,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"R",8,2017
"4488",431284,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",13,"R",0,"R",0,"R",13,"R",10,"R",77,"R",21,2017
"4489",431558,"A",NA,"A",NA,"A",NA,"R",142,"R",0,"R",0,"R",142,"R",48,"R",34,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17,2017
"4490",431600,"A",NA,"A",NA,"A",NA,"R",25,"R",0,"R",0,"R",25,"R",23,"R",92,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"4491",431628,"A",NA,"A",NA,"A",NA,"R",15,"R",0,"R",0,"R",15,"R",12,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2017
"4492",431691,"A",NA,"A",NA,"A",NA,"R",12,"Z",0,"Z",0,"R",12,"R",12,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2017
"4493",431716,"A",NA,"A",NA,"A",NA,"R",257,"R",0,"R",0,"R",257,"R",111,"R",43,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",3,2017
"4494",431770,"A",NA,"A",NA,"A",NA,"R",20,"R",0,"R",0,"R",20,"R",19,"R",95,"R",14,"R",0,"R",0,"R",14,"R",8,"R",57,"R",8,2017
"4495",431886,"A",NA,"A",NA,"A",NA,"R",80,"R",0,"R",0,"R",80,"R",62,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2017
"4496",431929,"R",45,"R",122,"R",37,"R",32,"R",0,"R",0,"R",32,"R",20,"R",63,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2017
