"","UNITID","XGRCOHRT","GRCOHRT","XUGENTER","UGENTERN","XPGRCOHR","PGRCOHRT","XRRFTCT","RRFTCT","XRRFTEX","RRFTEX","XRRFTIN","RRFTIN","XRRFTCTA","RRFTCTA","XRET_NMF","RET_NMF","XRET_PCF","RET_PCF","XRRPTCT","RRPTCT","XRRPTEX","RRPTEX","XRRPTIN","RRPTIN","XRRPTCTA","RRPTCTA","XRET_NMP","RET_NMP","XRET_PCP","RET_PCP","XSTUFACR","STUFACR","Year"
"23232",460996,"A",NA,"A",NA,"A",NA,"R",16,"Z",0,"Z",0,"R",16,"R",14,"R",88,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",11,2020
"23233",461014,"R",195,"R",263,"R",74,"R",191,"R",0,"R",0,"R",191,"R",81,"R",42,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",39,2020
"23234",461023,"A",NA,"A",NA,"A",NA,"R",12,"R",0,"R",0,"R",12,"R",6,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",39,2020
"23235",461032,"R",2,"R",32,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",6,2020
"23236",461087,"A",NA,"A",NA,"A",NA,"R",50,"R",0,"R",0,"R",50,"R",11,"R",22,"R",58,"R",0,"R",0,"R",58,"R",10,"R",17,"R",12,2020
"23237",461111,"A",NA,"A",NA,"A",NA,"R",29,"R",0,"R",0,"R",29,"R",28,"R",97,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",10,2020
"23238",461148,"R",190,"R",323,"R",59,"R",262,"R",0,"R",0,"R",262,"R",146,"R",56,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2020
"23239",461175,"A",NA,"A",NA,"A",NA,"R",59,"Z",0,"Z",0,"R",59,"R",53,"R",90,"R",12,"Z",0,"Z",0,"R",12,"R",10,"R",83,"R",11,2020
"23240",461193,"A",NA,"A",NA,"A",NA,"R",70,"Z",0,"Z",0,"R",70,"R",60,"R",86,"R",4,"Z",0,"Z",0,"R",4,"R",1,"R",25,"R",17,2020
"23241",461218,"A",NA,"A",NA,"A",NA,"R",60,"R",0,"R",0,"R",60,"R",54,"R",90,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2020
"23242",461245,"A",NA,"A",NA,"A",NA,"R",25,"R",0,"R",0,"R",25,"R",16,"R",64,"R",44,"R",0,"R",0,"R",44,"R",22,"R",50,"R",6,2020
"23243",461254,"A",NA,"A",NA,"A",NA,"R",46,"R",0,"R",0,"R",46,"R",45,"R",98,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2020
"23244",461263,"A",NA,"A",NA,"A",NA,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2020
"23245",461272,"A",NA,"A",NA,"A",NA,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",9,2020
"23246",461281,"R",1,"R",40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12,2020
"23247",461290,"A",NA,"A",NA,"A",NA,"R",14,"R",0,"R",0,"R",14,"R",11,"R",79,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",6,2020
"23248",461306,"A",NA,"A",NA,"A",NA,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",57,"R",0,"R",0,"R",57,"R",45,"R",79,"R",12,2020
"23249",461315,"R",11,"R",29,"R",38,"R",17,"R",0,"R",0,"R",17,"R",10,"R",59,"R",7,"R",0,"R",0,"R",7,"R",2,"R",29,"R",5,2020
"23250",461324,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",71,2020
"23251",461333,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",2,2020
"23252",461342,"A",NA,"A",NA,"A",NA,"R",45,"R",0,"R",0,"R",45,"R",43,"R",96,"R",20,"R",0,"R",0,"R",20,"R",20,"R",100,"R",10,2020
"23253",461379,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",3,2020
"23254",461388,"A",NA,"A",NA,"A",NA,"R",13,"Z",0,"Z",0,"R",13,"R",8,"R",62,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2020
"23255",461412,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2020
"23256",461421,"A",NA,"A",NA,"A",NA,"R",15,"Z",0,"Z",0,"R",15,"R",12,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",13,2020
"23257",461430,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",125,"R",0,"R",0,"R",125,"R",101,"R",81,"R",10,2020
"23258",461494,"A",NA,"A",NA,"A",NA,"R",8,"R",0,"R",0,"R",8,"R",8,"R",100,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",15,2020
"23259",461500,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",5,"R",2,"R",0,"R",3,"R",3,"R",100,"R",10,2020
"23260",461528,"R",7,"R",68,"R",10,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",10,2020
"23261",461537,"A",NA,"A",NA,"A",NA,"R",16,"R",0,"R",0,"R",16,"R",16,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",10,2020
"23262",461555,"A",NA,"A",NA,"A",NA,"R",32,"R",0,"Z",0,"R",32,"R",27,"R",84,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2020
"23263",461573,"A",NA,"A",NA,"A",NA,"R",73,"Z",0,"Z",0,"R",73,"R",52,"R",71,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2020
"23264",461582,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2020
"23265",461591,"A",NA,"A",NA,"A",NA,"R",11,"Z",0,"Z",0,"R",11,"R",9,"R",82,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2020
"23266",461607,"A",NA,"A",NA,"A",NA,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",7,"R",0,"R",0,"R",7,"R",4,"R",57,"R",8,2020
"23267",461625,"A",NA,"A",NA,"A",NA,"R",14,"R",0,"R",0,"R",14,"R",10,"R",71,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6,2020
"23268",461643,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2020
"23269",461652,"A",NA,"A",NA,"A",NA,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",7,2020
"23270",461689,"A",NA,"A",NA,"A",NA,"R",59,"R",0,"R",0,"R",59,"R",46,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17,2020
"23271",461704,"A",NA,"A",NA,"A",NA,"R",83,"R",0,"R",0,"R",83,"R",69,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2020
"23272",461713,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2020
"23273",461722,"A",NA,"A",NA,"A",NA,"R",5,"R",0,"Z",0,"R",5,"R",4,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7,2020
"23274",461740,"A",NA,"A",NA,"A",NA,"R",13,"R",0,"R",0,"R",13,"R",10,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",23,2020
"23275",461759,"R",14,"R",22,"R",64,"R",24,"R",0,"R",0,"R",24,"R",12,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",4,2020
"23276",461768,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",41,2020
"23277",461786,"A",NA,"A",NA,"A",NA,"R",24,"R",0,"R",0,"R",24,"R",24,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",5,2020
"23278",461795,"R",124,"R",189,"R",66,"R",49,"R",0,"R",0,"R",49,"R",44,"R",90,"R",7,"R",0,"R",0,"R",7,"R",0,"R",0,"R",14,2020
"23279",461810,"A",NA,"A",NA,"A",NA,"R",15,"R",0,"R",0,"R",15,"R",1,"R",7,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",15,2020
"23280",461829,"A",NA,"A",NA,"A",NA,"R",127,"R",0,"R",0,"R",127,"R",45,"R",35,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2020
"23281",461838,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2020
"23282",461847,"R",8,"R",26,"R",31,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2020
"23283",461856,"A",NA,"A",NA,"A",NA,"R",195,"R",0,"R",0,"R",195,"R",145,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",30,2020
"23284",461865,"A",NA,"A",NA,"A",NA,"R",35,"R",0,"R",0,"R",35,"R",23,"R",66,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",40,2020
"23285",461874,"A",NA,"A",NA,"A",NA,"R",37,"R",0,"R",0,"R",37,"R",27,"R",73,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2020
"23286",461883,"R",2,"R",9,"R",22,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",23,2020
"23287",461892,"A",NA,"A",NA,"A",NA,"R",100,"R",0,"R",0,"R",100,"R",22,"R",22,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2020
"23288",461908,"A",NA,"A",NA,"A",NA,"R",24,"R",0,"R",0,"R",24,"R",19,"R",79,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",12,2020
"23289",461917,"A",NA,"A",NA,"A",NA,"R",13,"Z",0,"Z",0,"R",13,"R",11,"R",85,"R",13,"Z",0,"Z",0,"R",13,"R",13,"R",100,"R",15,2020
"23290",461926,"A",NA,"A",NA,"A",NA,"R",56,"R",0,"Z",0,"R",56,"R",51,"R",91,"R",15,"R",0,"Z",0,"R",15,"R",14,"R",93,"R",14,2020
"23291",461944,"A",NA,"A",NA,"A",NA,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6,2020
"23292",461953,"R",12,"R",14,"R",86,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",6,2020
"23293",461962,"A",NA,"A",NA,"A",NA,"R",86,"R",0,"R",0,"R",86,"R",70,"R",81,"R",25,"R",0,"R",0,"R",25,"R",15,"R",60,"R",7,2020
"23294",461999,"A",NA,"A",NA,"A",NA,"R",36,"R",0,"R",0,"R",36,"R",25,"R",69,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2020
"23295",462008,"A",NA,"A",NA,"A",NA,"R",8,"Z",0,"Z",0,"R",8,"R",2,"R",25,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",15,2020
"23296",462017,"A",NA,"A",NA,"A",NA,"R",22,"Z",0,"Z",0,"R",22,"R",14,"R",64,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2020
"23297",462035,"A",NA,"A",NA,"A",NA,"R",36,"R",0,"R",0,"R",36,"R",28,"R",78,"R",50,"R",0,"R",0,"R",50,"R",39,"R",78,"R",13,2020
"23298",462053,"A",NA,"A",NA,"A",NA,"R",61,"R",0,"R",0,"R",61,"R",56,"R",92,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2020
"23299",462062,"A",NA,"A",NA,"A",NA,"R",7,"Z",0,"Z",0,"R",7,"R",6,"R",86,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"R",13,2020
"23300",462071,"A",NA,"A",NA,"A",NA,"R",10,"Z",0,"Z",0,"R",10,"R",5,"R",50,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2020
"23301",462336,"A",NA,"A",NA,"A",NA,"R",7,"Z",0,"Z",0,"R",7,"R",6,"R",86,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2020
"23302",462345,"A",NA,"A",NA,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13,2020
"23303",462354,"R",66,"R",100,"R",66,"R",74,"R",0,"R",0,"R",74,"R",52,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",19,2020
"23304",463056,"R",649,"R",751,"R",86,"R",621,"R",4,"Z",0,"R",617,"R",526,"R",85,"R",10,"Z",0,"Z",0,"R",10,"R",7,"R",70,"R",23,2020
"23305",464226,"R",236,"R",339,"R",70,"R",172,"R",0,"R",0,"R",172,"R",80,"R",47,"R",21,"R",0,"R",0,"R",21,"R",2,"R",10,"R",10,2020
"23306",465812,"A",NA,"A",NA,"A",NA,"R",1605,"R",0,"R",0,"R",1605,"R",768,"R",48,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",33,2020
"23307",466921,"R",8,"R",102,"R",8,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9,2020
"23308",466930,"R",7,"R",402,"R",2,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",9,2020
"23309",467094,"A",NA,"A",NA,"A",NA,"R",16,"Z",0,"Z",0,"R",16,"R",16,"R",100,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"R",20,2020
"23310",467368,"A",NA,"A",NA,"A",NA,"R",12,"R",0,"Z",0,"R",12,"R",5,"R",42,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",29,2020
"23311",467863,"A",NA,"A",NA,"A",NA,"R",18,"R",1,"Z",0,"R",17,"R",12,"R",71,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",15,2020
"23312",467872,"A",NA,"A",NA,"A",NA,"R",12,"Z",0,"Z",0,"R",12,"R",5,"R",42,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",15,2020
"23313",467906,"A",NA,"A",NA,"A",NA,"R",20,"R",0,"R",0,"R",20,"R",12,"R",60,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",20,2020
"23314",468246,"A",NA,"A",NA,"A",NA,"R",27,"Z",0,"Z",0,"R",27,"R",19,"R",70,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",14,2020
"23315",468255,"A",NA,"A",NA,"A",NA,"R",6,"Z",0,"Z",0,"R",6,"R",5,"R",83,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8,2020
"23316",468291,"A",NA,"A",NA,"A",NA,"R",27,"R",0,"Z",0,"R",27,"R",18,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",53,2020
"23317",468769,"A",NA,"A",NA,"A",NA,"R",29,"Z",0,"Z",0,"R",29,"R",21,"R",72,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2020
"23318",468848,"A",NA,"A",NA,"A",NA,"R",82,"R",0,"R",0,"R",82,"R",63,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",20,2020
"23319",468893,"A",NA,"A",NA,"A",NA,"R",15,"Z",0,"Z",0,"R",15,"R",10,"R",67,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",NA,"R",20,2020
"23320",468909,"A",NA,"A",NA,"A",NA,"R",115,"R",0,"R",0,"R",115,"R",80,"R",70,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2020
"23321",468963,"A",NA,"A",NA,"A",NA,"R",149,"Z",0,"Z",0,"R",149,"R",93,"R",62,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8,2020
"23322",469416,"R",20,"R",33,"R",61,"R",33,"R",0,"R",0,"R",33,"R",21,"R",64,"R",18,"R",0,"R",0,"R",18,"R",11,"R",61,"R",15,2020
"23323",469610,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17,2020
"23324",469629,"A",NA,"A",NA,"A",NA,"R",127,"R",0,"R",0,"R",127,"R",99,"R",78,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",24,2020
"23325",469638,"A",NA,"A",NA,"A",NA,"R",206,"R",0,"R",0,"R",206,"R",166,"R",81,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",21,2020
"23326",469911,"A",NA,"A",NA,"A",NA,"R",54,"R",0,"R",0,"R",54,"R",36,"R",67,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",10,2020
"23327",469920,"A",NA,"A",NA,"A",NA,"R",46,"R",0,"R",0,"R",46,"R",28,"R",61,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",6,2020
"23328",469957,"A",NA,"A",NA,"A",NA,"R",22,"R",0,"R",0,"R",22,"R",16,"R",73,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",7,2020
"23329",470038,"A",NA,"A",NA,"A",NA,"R",153,"R",0,"R",0,"R",153,"R",113,"R",74,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",30,2020
"23330",470047,"A",NA,"A",NA,"A",NA,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",8,2020
"23331",470296,"A",NA,"A",NA,"A",NA,"R",10,"Z",0,"Z",0,"R",10,"R",8,"R",80,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",25,2020
"23332",470393,"A",NA,"A",NA,"A",NA,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",10,2020
"23333",474863,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",15,"R",0,"R",0,"R",15,"R",6,"R",40,"R",23,2020
"23334",474890,"A",NA,"A",NA,"A",NA,"R",17,"Z",0,"Z",0,"R",17,"R",5,"R",29,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",26,2020
"23335",474906,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2020
"23336",474915,"A",NA,"A",NA,"A",NA,"R",125,"R",2,"R",0,"R",123,"R",106,"R",86,"R",75,"R",0,"R",0,"R",75,"R",72,"R",96,"R",21,2020
"23337",474924,"A",NA,"A",NA,"A",NA,"R",99,"R",2,"R",0,"R",97,"R",95,"R",98,"R",23,"R",0,"R",0,"R",23,"R",23,"R",100,"R",20,2020
"23338",475015,"A",NA,"A",NA,"A",NA,"R",48,"R",0,"R",0,"R",48,"R",36,"R",75,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2020
"23339",475024,"A",NA,"A",NA,"A",NA,"R",103,"Z",0,"Z",0,"R",103,"R",63,"R",61,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",26,2020
"23340",475033,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",35,2020
"23341",475060,"A",NA,"A",NA,"A",NA,"R",34,"R",0,"R",0,"R",34,"R",5,"R",15,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",37,2020
"23342",475121,"A",NA,"A",NA,"A",NA,"R",102,"R",0,"R",0,"R",102,"R",27,"R",26,"R",40,"R",0,"R",0,"R",40,"R",9,"R",23,"R",15,2020
"23343",475176,"A",NA,"A",NA,"A",NA,"R",115,"Z",0,"Z",0,"R",115,"R",82,"R",71,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",24,2020
"23344",475200,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",19,2020
"23345",475273,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2020
"23346",475282,"A",NA,"A",NA,"A",NA,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2020
"23347",475325,"A",NA,"A",NA,"A",NA,"R",222,"R",0,"R",0,"R",222,"R",183,"R",82,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",15,2020
"23348",475398,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",4,2020
"23349",475404,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2020
"23350",475413,"A",NA,"A",NA,"A",NA,"R",16,"R",0,"R",0,"R",16,"R",15,"R",94,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",13,2020
"23351",475422,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",5,2020
"23352",475431,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2020
"23353",475459,"A",NA,"A",NA,"A",NA,"R",491,"R",0,"R",0,"R",491,"R",413,"R",84,"R",16,"R",0,"R",0,"R",16,"R",14,"R",88,"R",20,2020
"23354",475468,"A",NA,"A",NA,"A",NA,"R",16,"R",0,"R",0,"R",16,"R",16,"R",100,"R",19,"R",0,"R",0,"R",19,"R",17,"R",89,"R",13,2020
"23355",475477,"R",15,"R",35,"R",43,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9,2020
"23356",475486,"A",NA,"A",NA,"A",NA,"R",37,"Z",0,"Z",0,"R",37,"R",31,"R",84,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2020
"23357",475547,"A",NA,"A",NA,"A",NA,"R",13,"Z",0,"Z",0,"R",13,"R",13,"R",100,"R",6,"Z",0,"Z",0,"R",6,"R",1,"R",17,"R",15,2020
"23358",475556,"A",NA,"A",NA,"A",NA,"R",12,"Z",0,"Z",0,"R",12,"R",11,"R",92,"R",5,"Z",0,"Z",0,"R",5,"R",5,"R",100,"R",15,2020
"23359",475565,"R",508,"R",513,"R",99,"R",512,"R",0,"R",0,"R",512,"R",337,"R",66,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",17,2020
"23360",475574,"A",NA,"A",NA,"A",NA,"R",12,"R",0,"R",0,"R",12,"R",9,"R",75,"R",13,"R",0,"R",0,"R",13,"R",9,"R",69,"R",16,2020
"23361",475608,"R",16,"R",33,"R",48,"R",21,"R",0,"R",0,"R",21,"R",17,"R",81,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",7,2020
"23362",475635,"R",1,"R",3,"R",33,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",5,2020
"23363",475653,"A",NA,"A",NA,"A",NA,"R",17,"R",0,"R",0,"R",17,"R",10,"R",59,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",9,2020
"23364",475662,"A",NA,"A",NA,"A",NA,"R",20,"R",0,"R",0,"R",20,"R",18,"R",90,"R",10,"R",0,"R",0,"R",10,"R",6,"R",60,"R",7,2020
"23365",475705,"A",NA,"A",NA,"A",NA,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",12,2020
"23366",475714,"A",NA,"A",NA,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",6,2020
"23367",475723,"A",NA,"A",NA,"A",NA,"R",62,"R",2,"R",0,"R",60,"R",47,"R",78,"R",141,"R",4,"R",0,"R",137,"R",81,"R",59,"R",12,2020
"23368",475732,"R",2,"R",317,"R",1,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",12,2020
"23369",475741,"R",5,"R",60,"R",8,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",NA,"R",21,2020
"23370",475750,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",18,2020
"23371",475839,"R",16,"R",119,"R",13,"R",8,"R",1,"Z",0,"R",7,"R",3,"R",43,"R",10,"R",0,"R",0,"R",10,"R",6,"R",60,"R",17,2020
"23372",476063,"A",NA,"A",NA,"A",NA,"R",74,"R",0,"R",0,"R",74,"R",57,"R",77,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"A",NA,"R",38,2020
